date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:20:08	66546/66546	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:09%20GMT	https://static.wixstatic.com/media/11062b_2f4531fd854240c9ac193167912304da~mv2.jpeg/v1/fill/w_480,h_855,fp_0.62_0.31,q_90,enc_avif,quality_auto/11062b_2f4531fd854240c9ac193167912304da~mv2.jpeg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_2f4531fd854240c9ac193167912304da_mv2.jpeg/v1/fill/w_480,h_855,fp_0.62_0.31,q_90,enc_avif,quality_auto/11062b_2f4531fd854240c9ac193167912304da_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:08	24828/24828	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:09%20GMT	https://static.wixstatic.com/media/11062b_8709d0e9bbc8424ea2cd4827cb81a33cf003.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_8709d0e9bbc8424ea2cd4827cb81a33cf003.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_8709d0e9bbc8424ea2cd4827cb81a33cf003.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_8709d0e9bbc8424ea2cd4827cb81a33cf003.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:09	39040/39040	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:10%20GMT	https://static.wixstatic.com/media/9687b5_14b649be014747a2a7230f7eb9b7322c~mv2.jpeg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/9687b5_14b649be014747a2a7230f7eb9b7322c~mv2.jpeg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/9687b5_14b649be014747a2a7230f7eb9b7322c_mv2.jpeg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/9687b5_14b649be014747a2a7230f7eb9b7322c_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:09	72846/72846	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:10%20GMT	https://static.wixstatic.com/media/9687b5_6d13867ef3ff4c5baa292e07a797c850~mv2.jpeg/v1/fill/w_480,h_855,fp_0.54_0.29,q_90,enc_avif,quality_auto/9687b5_6d13867ef3ff4c5baa292e07a797c850~mv2.jpeg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/9687b5_6d13867ef3ff4c5baa292e07a797c850_mv2.jpeg/v1/fill/w_480,h_855,fp_0.54_0.29,q_90,enc_avif,quality_auto/9687b5_6d13867ef3ff4c5baa292e07a797c850_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:09	59174/59174	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Jul%202025%2003:20:10%20GMT	https://static.wixstatic.com/media/11062b_5589f5732c324defa76952274b53f85a~mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_5589f5732c324defa76952274b53f85a~mv2.jpg	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.wixstatic.com/media/11062b_5589f5732c324defa76952274b53f85a_mv2.jpg/v1/fit/w_480,h_855,q_90,enc_avif,quality_auto/11062b_5589f5732c324defa76952274b53f85a_mv2.jpg	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:10	925618/925618	---MCZ	200	added ('OK')	application/javascript	etag:W/%2292703cb1f89fa66ae72727cfd7151655%22	https://static.parastorage.com/services/pro-gallery-tpa/1.1416.0/WixProGalleryViewerWidget.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/pro-gallery-tpa/1.1416.0/WixProGalleryViewerWidget.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/Gallery)
20:20:11	1026242/1026242	---MCZ	200	added ('OK')	text/html	etag:W/%22dc657c8b20ef5048df1d7aa3126a195e%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/c	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/c.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:14	1026159/1026159	---MCZ	200	added ('OK')	text/html	etag:W/%227dc2f82331bc914a3efa616f69af9698%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/t	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/t.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:14	60014/60014	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ae691baaa569e3793cb22411e2be550%22	https://static.parastorage.com/services/events-details-page/1.427.0/client-viewer/728.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/client-viewer/728.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:14	22341/22341	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e14f52afbbcc3e6493a6b9ecc87296e3%22	https://static.parastorage.com/services/events-details-page/1.427.0/client-viewer/8488.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/client-viewer/8488.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:14	50992/50992	---M-Z	200	added ('OK')	application/javascript	etag:W/%22cfe942de2687f91ed2014bb2ca0d655f%22	https://static.parastorage.com/services/events-details-page/1.427.0/client-viewer/6309.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/client-viewer/6309.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:15	12142/12142	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bba28d185174f287440275f3411681a0%22	https://static.parastorage.com/services/events-details-page/1.427.0/client-viewer/2870.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/client-viewer/2870.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:15	21850/21850	---M-Z	200	added ('OK')	application/javascript	etag:W/%2247311abcb992430d3bf02f900eefb7cf%22	https://static.parastorage.com/services/events-details-page/1.427.0/client-viewer/4259.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/client-viewer/4259.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:15	2012/2012	---M-Z	200	added ('OK')	application/javascript	etag:W/%22d04b7c9f093b143db332bfa4f0cec10b%22	https://static.parastorage.com/services/events-details-page/1.427.0/client-viewer/tickets-picker.chunk.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/client-viewer/tickets-picker.chunk.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:17	1025503/1025503	---MCZ	200	added ('OK')	text/html	etag:W/%22b136f3cb5c92f94be8cf36378e535e51%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/robots.txt	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/robots.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:17	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:18%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/sitemap.xml	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/sitemap.48.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:17	2511/2511	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2012%20Jul%202025%2003:20:19%20GMT	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/feed.xml	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/feed.49.delayed	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:18	531998/531998	---M-Z	200	added ('OK')	application/javascript	etag:W/%2236b16cd65155a30c9090755448a594b4%22	https://static.parastorage.com/services/events-details-page/1.427.0/details-pageViewerWidgetNoCss.bundle.min.js	C:/My%20Web%20Sites/SpeakUp%20Scholars/static.parastorage.com/services/events-details-page/1.427.0/details-pageViewerWidgetNoCss.bundle.min.js	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
20:20:20	1026639/1026639	---MCZ	200	added ('OK')	text/html	etag:W/%22161d6f193cfc5935516de6752f8cef61%22	https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/decodeURIComponent(e	C:/My%20Web%20Sites/SpeakUp%20Scholars/speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/decodeURIComponent(e.html	(from https://speakupscholarsorg.wixsite.com/speakup-scholars/event-details-registration/communication-skills-masterclass-workshop)
